run_id,t,coverage,corpus_size
run_8,62.63,6253,23
run_9,62.63,5916,23
run_10,62.63,6455,20
run_1,62.69,6169,22
run_2,62.69,5706,25
run_3,62.69,5910,22
run_4,62.69,6472,21
run_5,62.69,6621,19
run_6,62.69,6320,23
run_7,62.69,6565,21
run_8,62.69,6253,23
run_9,62.69,5916,23
run_10,62.69,6455,20
run_1,62.72,6169,22
run_2,62.72,5706,25
run_3,62.72,5910,22
run_4,62.72,6472,21
run_5,62.72,6665,19
run_6,62.72,6320,23
run_7,62.72,6565,21
run_8,62.72,6253,23
run_9,62.72,5952,23
run_10,62.72,6455,20
run_1,62.73,6169,22
run_2,62.73,5706,25
run_3,62.73,5910,22
run_4,62.73,6472,21
run_5,62.73,6665,19
run_6,62.73,6320,23
run_7,62.73,6601,21
run_8,62.73,6253,23
run_9,62.73,5952,23
run_10,62.73,6455,20
run_1,62.76,6169,22
run_2,62.76,5706,25
run_3,62.76,5910,22
run_4,62.76,6472,21
run_5,62.76,6665,19
run_6,62.76,6328,23
run_7,62.76,6601,21
run_8,62.76,6253,23
run_9,62.76,5952,23
run_10,62.76,6455,20
run_1,62.96,6169,22
run_2,62.96,5738,25
run_3,62.96,5910,22
run_4,62.96,6472,21
run_5,62.96,6665,19
run_6,62.96,6328,23
run_7,62.96,6601,21
run_8,62.96,6253,23
run_9,62.96,5952,23
run_10,62.96,6455,20
run_1,63.01,6169,22
run_2,63.01,5738,25
run_3,63.01,5910,22
run_4,63.01,6520,21
run_5,63.01,6665,19
run_6,63.01,6328,23
run_7,63.01,6601,21
run_8,63.01,6253,23
run_9,63.01,5952,23
run_10,63.01,6455,20
run_1,63.27,6169,22
run_2,63.27,5738,25
run_3,63.27,5910,22
run_4,63.27,6520,21
run_5,63.27,6665,19
run_6,63.27,6328,23
run_7,63.27,6601,21
run_8,63.27,6273,23
run_9,63.27,5952,23
run_10,63.27,6455,20
run_1,63.65,6169,22
run_2,63.65,5738,25
run_3,63.65,5910,22
run_4,63.65,6520,21
run_5,63.65,6665,19
run_6,63.65,6328,23
run_7,63.65,6601,21
run_8,63.65,6273,23
run_9,63.65,5952,23
run_10,63.65,6487,20
run_1,63.71,6169,22
run_2,63.71,5738,25
run_3,63.71,5910,22
run_4,63.71,6520,21
run_5,63.71,6713,19
run_6,63.71,6328,23
run_7,63.71,6601,21
run_8,63.71,6273,23
run_9,63.71,5952,23
run_10,63.71,6487,20
run_1,63.72,6169,22
run_2,63.72,5738,25
run_3,63.72,5910,22
run_4,63.72,6520,21
run_5,63.72,6713,19
run_6,63.72,6364,23
run_7,63.72,6601,21
run_8,63.72,6273,23
run_9,63.72,5952,23
run_10,63.72,6487,20
run_1,63.83,6237,22
run_2,63.83,5738,25
run_3,63.83,5910,22
run_4,63.83,6520,21
run_5,63.83,6713,19
run_6,63.83,6364,23
run_7,63.83,6601,21
run_8,63.83,6273,23
run_9,63.83,5952,23
run_10,63.83,6487,20
run_1,63.89,6237,22
run_2,63.89,5738,25
run_3,63.89,5910,22
run_4,63.89,6520,21
run_5,63.89,6713,19
run_6,63.89,6364,23
run_7,63.89,6601,21
run_8,63.89,6273,23
run_9,63.89,5984,23
run_10,63.89,6487,20
run_1,63.9,6237,22
run_2,63.9,5738,25
run_3,63.9,5958,22
run_4,63.9,6520,21
run_5,63.9,6713,19
run_6,63.9,6364,23
run_7,63.9,6601,21
run_8,63.9,6273,23
run_9,63.9,5984,23
run_10,63.9,6487,20
run_1,63.92,6237,22
run_2,63.92,5738,25
run_3,63.92,5958,22
run_4,63.92,6520,21
run_5,63.92,6713,19
run_6,63.92,6364,23
run_7,63.92,6645,21
run_8,63.92,6273,23
run_9,63.92,5984,23
run_10,63.92,6487,20
run_1,64.21,6237,22
run_2,64.21,5738,25
run_3,64.21,5958,22
run_4,64.21,6572,21
run_5,64.21,6713,19
run_6,64.21,6364,23
run_7,64.21,6645,21
run_8,64.21,6273,23
run_9,64.21,5984,23
run_10,64.21,6487,20
run_1,64.37,6237,22
run_2,64.37,5758,25
run_3,64.37,5958,22
run_4,64.37,6572,21
run_5,64.37,6713,19
run_6,64.37,6364,23
run_7,64.37,6645,21
run_8,64.37,6273,23
run_9,64.37,5984,23
run_10,64.37,6487,20
run_1,64.55,6237,22
run_2,64.55,5758,25
run_3,64.55,5958,22
run_4,64.55,6572,21
run_5,64.55,6713,19
run_6,64.55,6364,23
run_7,64.55,6645,21
run_8,64.55,6317,23
run_9,64.55,5984,23
run_10,64.55,6487,20
run_1,64.71,6237,22
run_2,64.71,5758,25
run_3,64.71,5958,22
run_4,64.71,6572,21
run_5,64.71,6713,19
run_6,64.71,6408,23
run_7,64.71,6645,21
run_8,64.71,6317,23
run_9,64.71,5984,23
run_10,64.71,6487,20
run_1,64.76,6237,22
run_2,64.76,5758,25
run_3,64.76,5958,22
run_4,64.76,6572,21
run_5,64.76,6777,19
run_6,64.76,6408,23
run_7,64.76,6645,21
run_8,64.76,6317,23
run_9,64.76,5984,23
run_10,64.76,6487,20
run_1,64.79,6237,22
run_2,64.79,5758,25
run_3,64.79,5958,22
run_4,64.79,6572,21
run_5,64.79,6777,19
run_6,64.79,6408,23
run_7,64.79,6645,21
run_8,64.79,6317,23
run_9,64.79,5984,23
run_10,64.79,6543,20
run_1,65.11,6285,22
run_2,65.11,5758,25
run_3,65.11,5958,22
run_4,65.11,6572,21
run_5,65.11,6777,19
run_6,65.11,6408,23
run_7,65.11,6673,21
run_8,65.11,6317,23
run_9,65.11,5984,23
run_10,65.11,6543,20
run_1,65.12,6285,22
run_2,65.12,5758,25
run_3,65.12,5958,22
run_4,65.12,6572,21
run_5,65.12,6777,19
run_6,65.12,6408,23
run_7,65.12,6673,21
run_8,65.12,6317,23
run_9,65.12,6036,23
run_10,65.12,6543,20
run_1,65.18,6285,22
run_2,65.18,5758,25
run_3,65.18,6038,22
run_4,65.18,6572,21
run_5,65.18,6777,19
run_6,65.18,6408,23
run_7,65.18,6673,21
run_8,65.18,6317,23
run_9,65.18,6036,23
run_10,65.18,6543,20
run_1,65.3,6285,22
run_2,65.3,5758,25
run_3,65.3,6038,22
run_4,65.3,6616,21
run_5,65.3,6777,19
run_6,65.3,6408,23
run_7,65.3,6673,21
run_8,65.3,6317,23
run_9,65.3,6036,23
run_10,65.3,6543,20
run_1,65.59,6285,22
run_2,65.59,5786,25
run_3,65.59,6038,22
run_4,65.59,6616,21
run_5,65.59,6777,19
run_6,65.59,6408,23
run_7,65.59,6673,21
run_8,65.59,6317,23
run_9,65.59,6036,23
run_10,65.59,6543,20
run_1,65.68,6285,22
run_2,65.68,5786,25
run_3,65.68,6038,22
run_4,65.68,6616,21
run_5,65.68,6777,19
run_6,65.68,6408,23
run_7,65.68,6673,21
run_8,65.68,6349,23
run_9,65.68,6036,23
run_10,65.68,6543,20
run_1,65.76,6285,22
run_2,65.76,5786,25
run_3,65.76,6038,22
run_4,65.76,6616,21
run_5,65.76,6777,19
run_6,65.76,6452,23
run_7,65.76,6673,21
run_8,65.76,6349,23
run_9,65.76,6036,23
run_10,65.76,6543,20
run_1,65.9,6285,22
run_2,65.9,5786,25
run_3,65.9,6038,22
run_4,65.9,6616,21
run_5,65.9,6825,19
run_6,65.9,6452,23
run_7,65.9,6673,21
run_8,65.9,6349,23
run_9,65.9,6036,23
run_10,65.9,6543,20
run_1,65.94,6285,22
run_2,65.94,5786,25
run_3,65.94,6038,22
run_4,65.94,6616,21
run_5,65.94,6825,19
run_6,65.94,6452,23
run_7,65.94,6673,21
run_8,65.94,6349,23
run_9,65.94,6036,23
run_10,65.94,6591,20
run_1,66.31,6285,22
run_2,66.31,5786,25
run_3,66.31,6038,22
run_4,66.31,6616,21
run_5,66.31,6825,19
run_6,66.31,6452,23
run_7,66.31,6717,21
run_8,66.31,6349,23
run_9,66.31,6036,23
run_10,66.31,6591,20
run_1,66.33,6285,22
run_2,66.33,5786,25
run_3,66.33,6038,22
run_4,66.33,6616,21
run_5,66.33,6825,19
run_6,66.33,6452,23
run_7,66.33,6717,21
run_8,66.33,6349,23
run_9,66.33,6080,23
run_10,66.33,6591,20
run_1,66.43,6345,22
run_2,66.43,5786,25
run_3,66.43,6074,22
run_4,66.43,6616,21
run_5,66.43,6825,19
run_6,66.43,6452,23
run_7,66.43,6717,21
run_8,66.43,6349,23
run_9,66.43,6080,23
run_10,66.43,6591,20
run_1,66.47,6345,22
run_2,66.47,5786,25
run_3,66.47,6074,22
run_4,66.47,6664,21
run_5,66.47,6825,19
run_6,66.47,6452,23
run_7,66.47,6717,21
run_8,66.47,6349,23
run_9,66.47,6080,23
run_10,66.47,6591,20
run_1,66.78,6345,22
run_2,66.78,5786,25
run_3,66.78,6074,22
run_4,66.78,6664,21
run_5,66.78,6825,19
run_6,66.78,6484,23
run_7,66.78,6717,21
run_8,66.78,6349,23
run_9,66.78,6080,23
run_10,66.78,6591,20
run_1,66.9,6345,22
run_2,66.9,5786,25
run_3,66.9,6074,22
run_4,66.9,6664,21
run_5,66.9,6825,19
run_6,66.9,6484,23
run_7,66.9,6717,21
run_8,66.9,6401,23
run_9,66.9,6080,23
run_10,66.9,6591,20
run_1,67.01,6345,22
run_2,67.01,5830,25
run_3,67.01,6074,22
run_4,67.01,6664,21
run_5,67.01,6825,19
run_6,67.01,6484,23
run_7,67.01,6717,21
run_8,67.01,6401,23
run_9,67.01,6080,23
run_10,67.01,6591,20
run_1,67.07,6345,22
run_2,67.07,5830,25
run_3,67.07,6074,22
run_4,67.07,6664,21
run_5,67.07,6825,19
run_6,67.07,6484,23
run_7,67.07,6717,21
run_8,67.07,6401,23
run_9,67.07,6080,23
run_10,67.07,6623,20
run_1,67.25,6345,22
run_2,67.25,5830,25
run_3,67.25,6074,22
run_4,67.25,6664,21
run_5,67.25,6885,19
run_6,67.25,6484,23
run_7,67.25,6717,21
run_8,67.25,6401,23
run_9,67.25,6080,23
run_10,67.25,6623,20
run_1,67.49,6345,22
run_2,67.49,5830,25
run_3,67.49,6074,22
run_4,67.49,6664,21
run_5,67.49,6885,19
run_6,67.49,6484,23
run_7,67.49,6717,21
run_8,67.49,6401,23
run_9,67.49,6128,23
run_10,67.49,6623,20
run_1,67.5,6345,22
run_2,67.5,5830,25
run_3,67.5,6074,22
run_4,67.5,6664,21
run_5,67.5,6885,19
run_6,67.5,6484,23
run_7,67.5,6745,21
run_8,67.5,6401,23
run_9,67.5,6128,23
run_10,67.5,6623,20
run_1,67.68,6345,22
run_2,67.68,5830,25
run_3,67.68,6074,22
run_4,67.68,6716,21
run_5,67.68,6885,19
run_6,67.68,6484,23
run_7,67.68,6745,21
run_8,67.68,6401,23
run_9,67.68,6128,23
run_10,67.68,6623,20
run_1,67.75,6345,22
run_2,67.75,5830,25
run_3,67.75,6142,22
run_4,67.75,6716,21
run_5,67.75,6885,19
run_6,67.75,6484,23
run_7,67.75,6745,21
run_8,67.75,6401,23
run_9,67.75,6128,23
run_10,67.75,6623,20
run_1,67.76,6405,22
run_2,67.76,5830,25
run_3,67.76,6142,22
run_4,67.76,6716,21
run_5,67.76,6885,19
run_6,67.76,6484,23
run_7,67.76,6745,21
run_8,67.76,6401,23
run_9,67.76,6128,23
run_10,67.76,6623,20
run_1,67.77,6405,22
run_2,67.77,5830,25
run_3,67.77,6142,22
run_4,67.77,6716,21
run_5,67.77,6885,19
run_6,67.77,6540,23
run_7,67.77,6745,21
run_8,67.77,6401,23
run_9,67.77,6128,23
run_10,67.77,6623,20
run_1,68.25,6405,22
run_2,68.25,5830,25
run_3,68.25,6142,22
run_4,68.25,6716,21
run_5,68.25,6885,19
run_6,68.25,6540,23
run_7,68.25,6745,21
run_8,68.25,6401,23
run_9,68.25,6128,23
run_10,68.25,6663,20
run_1,68.37,6405,22
run_2,68.37,5854,25
run_3,68.37,6142,22
run_4,68.37,6716,21
run_5,68.37,6885,19
run_6,68.37,6540,23
run_7,68.37,6745,21
run_8,68.37,6401,23
run_9,68.37,6128,23
run_10,68.37,6663,20
run_1,68.4,6405,22
run_2,68.4,5854,25
run_3,68.4,6142,22
run_4,68.4,6716,21
run_5,68.4,6885,19
run_6,68.4,6540,23
run_7,68.4,6745,21
run_8,68.4,6449,23
run_9,68.4,6128,23
run_10,68.4,6663,20
run_1,68.6,6405,22
run_2,68.6,5854,25
run_3,68.6,6142,22
run_4,68.6,6716,21
run_5,68.6,6921,19
run_6,68.6,6540,23
run_7,68.6,6745,21
run_8,68.6,6449,23
run_9,68.6,6128,23
run_10,68.6,6663,20
run_1,68.63,6405,22
run_2,68.63,5854,25
run_3,68.63,6142,22
run_4,68.63,6716,21
run_5,68.63,6921,19
run_6,68.63,6540,23
run_7,68.63,6777,21
run_8,68.63,6449,23
run_9,68.63,6128,23
run_10,68.63,6663,20
run_1,68.7,6405,22
run_2,68.7,5854,25
run_3,68.7,6142,22
run_4,68.7,6716,21
run_5,68.7,6921,19
run_6,68.7,6540,23
run_7,68.7,6777,21
run_8,68.7,6449,23
run_9,68.7,6196,23
run_10,68.7,6663,20
run_1,68.83,6405,22
run_2,68.83,5854,25
run_3,68.83,6142,22
run_4,68.83,6716,21
run_5,68.83,6921,19
run_6,68.83,6584,23
run_7,68.83,6777,21
run_8,68.83,6449,23
run_9,68.83,6196,23
run_10,68.83,6663,20
run_1,68.86,6449,22
run_2,68.86,5854,25
run_3,68.86,6142,22
run_4,68.86,6716,21
run_5,68.86,6921,19
run_6,68.86,6584,23
run_7,68.86,6777,21
run_8,68.86,6449,23
run_9,68.86,6196,23
run_10,68.86,6663,20
run_1,68.89,6449,22
run_2,68.89,5854,25
run_3,68.89,6142,22
run_4,68.89,6776,21
run_5,68.89,6921,19
run_6,68.89,6584,23
run_7,68.89,6777,21
run_8,68.89,6449,23
run_9,68.89,6196,23
run_10,68.89,6663,20
run_1,68.99,6449,22
run_2,68.99,5854,25
run_3,68.99,6178,22
run_4,68.99,6776,21
run_5,68.99,6921,19
run_6,68.99,6584,23
run_7,68.99,6777,21
run_8,68.99,6449,23
run_9,68.99,6196,23
run_10,68.99,6663,20
run_1,69.49,6449,22
run_2,69.49,5854,25
run_3,69.49,6178,22
run_4,69.49,6776,21
run_5,69.49,6921,19
run_6,69.49,6584,23
run_7,69.49,6777,21
run_8,69.49,6449,23
run_9,69.49,6196,23
run_10,69.49,6707,20
run_1,69.65,6449,22
run_2,69.65,5854,25
run_3,69.65,6178,22
run_4,69.65,6776,21
run_5,69.65,6961,19
run_6,69.65,6584,23
run_7,69.65,6777,21
run_8,69.65,6449,23
run_9,69.65,6196,23
run_10,69.65,6707,20
run_1,69.7,6449,22
run_2,69.7,5854,25
run_3,69.7,6178,22
run_4,69.7,6776,21
run_5,69.7,6961,19
run_6,69.7,6584,23
run_7,69.7,6777,21
run_8,69.7,6521,23
run_9,69.7,6196,23
run_10,69.7,6707,20
run_1,69.86,6449,22
run_2,69.86,5910,25
run_3,69.86,6178,22
run_4,69.86,6776,21
run_5,69.86,6961,19
run_6,69.86,6584,23
run_7,69.86,6777,21
run_8,69.86,6521,23
run_9,69.86,6196,23
run_10,69.86,6707,20
run_1,69.88,6449,22
run_2,69.88,5910,25
run_3,69.88,6178,22
run_4,69.88,6776,21
run_5,69.88,6961,19
run_6,69.88,6656,23
run_7,69.88,6777,21
run_8,69.88,6521,23
run_9,69.88,6196,23
run_10,69.88,6707,20
run_1,69.91,6449,22
run_2,69.91,5910,25
run_3,69.91,6178,22
run_4,69.91,6776,21
run_5,69.91,6961,19
run_6,69.91,6656,23
run_7,69.91,6777,21
run_8,69.91,6521,23
run_9,69.91,6256,23
run_10,69.91,6707,20
run_1,70.06,6449,22
run_2,70.06,5910,25
run_3,70.06,6178,22
run_4,70.06,6812,21
run_5,70.06,6961,19
run_6,70.06,6656,23
run_7,70.06,6777,21
run_8,70.06,6521,23
run_9,70.06,6256,23
run_10,70.06,6707,20
run_1,70.07,6501,22
run_2,70.07,5910,25
run_3,70.07,6178,22
run_4,70.07,6812,21
run_5,70.07,6961,19
run_6,70.07,6656,23
run_7,70.07,6777,21
run_8,70.07,6521,23
run_9,70.07,6256,23
run_10,70.07,6707,20
run_1,70.1,6501,22
run_2,70.1,5910,25
run_3,70.1,6178,22
run_4,70.1,6812,21
run_5,70.1,6961,19
run_6,70.1,6656,23
run_7,70.1,6825,21
run_8,70.1,6521,23
run_9,70.1,6256,23
run_10,70.1,6707,20
run_1,70.24,6501,22
run_2,70.24,5910,25
run_3,70.24,6242,22
run_4,70.24,6812,21
run_5,70.24,6961,19
run_6,70.24,6656,23
run_7,70.24,6825,21
run_8,70.24,6521,23
run_9,70.24,6256,23
run_10,70.24,6707,20
run_1,70.68,6501,22
run_2,70.68,5910,25
run_3,70.68,6242,22
run_4,70.68,6812,21
run_5,70.68,6961,19
run_6,70.68,6656,23
run_7,70.68,6825,21
run_8,70.68,6521,23
run_9,70.68,6256,23
run_10,70.68,6763,20
run_1,70.69,6501,22
run_2,70.69,5910,25
run_3,70.69,6242,22
run_4,70.69,6812,21
run_5,70.69,6993,19
run_6,70.69,6656,23
run_7,70.69,6825,21
run_8,70.69,6521,23
run_9,70.69,6256,23
run_10,70.69,6763,20
run_1,70.9,6501,22
run_2,70.9,5910,25
run_3,70.9,6242,22
run_4,70.9,6812,21
run_5,70.9,6993,19
run_6,70.9,6656,23
run_7,70.9,6825,21
run_8,70.9,6557,23
run_9,70.9,6256,23
run_10,70.9,6763,20
run_1,70.93,6501,22
run_2,70.93,5910,25
run_3,70.93,6242,22
run_4,70.93,6812,21
run_5,70.93,6993,19
run_6,70.93,6708,23
run_7,70.93,6825,21
run_8,70.93,6557,23
run_9,70.93,6256,23
run_10,70.93,6763,20
run_1,71.03,6501,22
run_2,71.03,5910,25
run_3,71.03,6242,22
run_4,71.03,6812,21
run_5,71.03,6993,19
run_6,71.03,6708,23
run_7,71.03,6825,21
run_8,71.03,6557,23
run_9,71.03,6296,23
run_10,71.03,6763,20
run_1,71.16,6501,22
run_2,71.16,5938,25
run_3,71.16,6242,22
run_4,71.16,6812,21
run_5,71.16,6993,19
run_6,71.16,6708,23
run_7,71.16,6825,21
run_8,71.16,6557,23
run_9,71.16,6296,23
run_10,71.16,6763,20
run_1,71.23,6501,22
run_2,71.23,5938,25
run_3,71.23,6242,22
run_4,71.23,6868,21
run_5,71.23,6993,19
run_6,71.23,6708,23
run_7,71.23,6825,21
run_8,71.23,6557,23
run_9,71.23,6296,23
run_10,71.23,6763,20
run_1,71.25,6501,22
run_2,71.25,5938,25
run_3,71.25,6242,22
run_4,71.25,6868,21
run_5,71.25,6993,19
run_6,71.25,6708,23
run_7,71.25,6857,21
run_8,71.25,6557,23
run_9,71.25,6296,23
run_10,71.25,6763,20
run_1,71.37,6561,22
run_2,71.37,5938,25
run_3,71.37,6242,22
run_4,71.37,6868,21
run_5,71.37,6993,19
run_6,71.37,6708,23
run_7,71.37,6857,21
run_8,71.37,6557,23
run_9,71.37,6296,23
run_10,71.37,6763,20
run_1,71.46,6561,22
run_2,71.46,5938,25
run_3,71.46,6286,22
run_4,71.46,6868,21
run_5,71.46,6993,19
run_6,71.46,6708,23
run_7,71.46,6857,21
run_8,71.46,6557,23
run_9,71.46,6296,23
run_10,71.46,6763,20
run_1,71.77,6561,22
run_2,71.77,5938,25
run_3,71.77,6286,22
run_4,71.77,6868,21
run_5,71.77,7021,19
run_6,71.77,6708,23
run_7,71.77,6857,21
run_8,71.77,6557,23
run_9,71.77,6296,23
run_10,71.77,6763,20
run_1,71.99,6561,22
run_2,71.99,5938,25
run_3,71.99,6286,22
run_4,71.99,6868,21
run_5,71.99,7021,19
run_6,71.99,6744,23
run_7,71.99,6857,21
run_8,71.99,6557,23
run_9,71.99,6296,23
run_10,71.99,6763,20
run_1,72.04,6561,22
run_2,72.04,5938,25
run_3,72.04,6286,22
run_4,72.04,6868,21
run_5,72.04,7021,19
run_6,72.04,6744,23
run_7,72.04,6857,21
run_8,72.04,6557,23
run_9,72.04,6296,23
run_10,72.04,6823,20
run_1,72.22,6561,22
run_2,72.22,5938,25
run_3,72.22,6286,22
run_4,72.22,6868,21
run_5,72.22,7021,19
run_6,72.22,6744,23
run_7,72.22,6857,21
run_8,72.22,6593,23
run_9,72.22,6296,23
run_10,72.22,6823,20
run_1,72.33,6561,22
run_2,72.33,5938,25
run_3,72.33,6286,22
run_4,72.33,6868,21
run_5,72.33,7021,19
run_6,72.33,6744,23
run_7,72.33,6857,21
run_8,72.33,6593,23
run_9,72.33,6344,23
run_10,72.33,6823,20
run_1,72.35,6561,22
run_2,72.35,5938,25
run_3,72.35,6286,22
run_4,72.35,6936,21
run_5,72.35,7021,19
run_6,72.35,6744,23
run_7,72.35,6857,21
run_8,72.35,6593,23
run_9,72.35,6344,23
run_10,72.35,6823,20
run_1,72.47,6561,22
run_2,72.47,5938,25
run_3,72.47,6286,22
run_4,72.47,6936,21
run_5,72.47,7021,19
run_6,72.47,6744,23
run_7,72.47,6893,21
run_8,72.47,6593,23
run_9,72.47,6344,23
run_10,72.47,6823,20
run_1,72.49,6561,22
run_2,72.49,5978,25
run_3,72.49,6286,22
run_4,72.49,6936,21
run_5,72.49,7021,19
run_6,72.49,6744,23
run_7,72.49,6893,21
run_8,72.49,6593,23
run_9,72.49,6344,23
run_10,72.49,6823,20
run_1,72.57,6589,22
run_2,72.57,5978,25
run_3,72.57,6286,22
run_4,72.57,6936,21
run_5,72.57,7021,19
run_6,72.57,6744,23
run_7,72.57,6893,21
run_8,72.57,6593,23
run_9,72.57,6344,23
run_10,72.57,6823,20
run_1,72.82,6589,22
run_2,72.82,5978,25
run_3,72.82,6286,22
run_4,72.82,6936,21
run_5,72.82,7085,19
run_6,72.82,6744,23
run_7,72.82,6893,21
run_8,72.82,6593,23
run_9,72.82,6344,23
run_10,72.82,6823,20
run_1,72.9,6589,22
run_2,72.9,5978,25
run_3,72.9,6322,22
run_4,72.9,6936,21
run_5,72.9,7085,19
run_6,72.9,6744,23
run_7,72.9,6893,21
run_8,72.9,6593,23
run_9,72.9,6344,23
run_10,72.9,6823,20
run_1,73.02,6589,22
run_2,73.02,5978,25
run_3,73.02,6322,22
run_4,73.02,6936,21
run_5,73.02,7085,19
run_6,73.02,6792,23
run_7,73.02,6893,21
run_8,73.02,6593,23
run_9,73.02,6344,23
run_10,73.02,6823,20
run_1,73.21,6589,22
run_2,73.21,5978,25
run_3,73.21,6322,22
run_4,73.21,6936,21
run_5,73.21,7085,19
run_6,73.21,6792,23
run_7,73.21,6893,21
run_8,73.21,6593,23
run_9,73.21,6344,23
run_10,73.21,6867,20
run_1,73.46,6589,22
run_2,73.46,5978,25
run_3,73.46,6322,22
run_4,73.46,6984,21
run_5,73.46,7085,19
run_6,73.46,6792,23
run_7,73.46,6893,21
run_8,73.46,6593,23
run_9,73.46,6344,23
run_10,73.46,6867,20
run_1,73.51,6589,22
run_2,73.51,5978,25
run_3,73.51,6322,22
run_4,73.51,6984,21
run_5,73.51,7085,19
run_6,73.51,6792,23
run_7,73.51,6893,21
run_8,73.51,6669,23
run_9,73.51,6344,23
run_10,73.51,6867,20
run_1,73.55,6589,22
run_2,73.55,5978,25
run_3,73.55,6322,22
run_4,73.55,6984,21
run_5,73.55,7085,19
run_6,73.55,6792,23
run_7,73.55,6893,21
run_8,73.55,6669,23
run_9,73.55,6372,23
run_10,73.55,6867,20
run_1,73.59,6589,22
run_2,73.59,6030,25
run_3,73.59,6322,22
run_4,73.59,6984,21
run_5,73.59,7085,19
run_6,73.59,6792,23
run_7,73.59,6893,21
run_8,73.59,6669,23
run_9,73.59,6372,23
run_10,73.59,6867,20
run_1,73.7,6625,22
run_2,73.7,6030,25
run_3,73.7,6322,22
run_4,73.7,6984,21
run_5,73.7,7085,19
run_6,73.7,6792,23
run_7,73.7,6893,21
run_8,73.7,6669,23
run_9,73.7,6372,23
run_10,73.7,6867,20
run_1,73.8,6625,22
run_2,73.8,6030,25
run_3,73.8,6322,22
run_4,73.8,6984,21
run_5,73.8,7085,19
run_6,73.8,6792,23
run_7,73.8,6929,21
run_8,73.8,6669,23
run_9,73.8,6372,23
run_10,73.8,6867,20
run_1,73.83,6625,22
run_2,73.83,6030,25
run_3,73.83,6322,22
run_4,73.83,6984,21
run_5,73.83,7153,19
run_6,73.83,6792,23
run_7,73.83,6929,21
run_8,73.83,6669,23
run_9,73.83,6372,23
run_10,73.83,6867,20
run_1,74.1,6625,22
run_2,74.1,6030,25
run_3,74.1,6322,22
run_4,74.1,6984,21
run_5,74.1,7153,19
run_6,74.1,6832,23
run_7,74.1,6929,21
run_8,74.1,6669,23
run_9,74.1,6372,23
run_10,74.1,6867,20
run_1,74.24,6625,22
run_2,74.24,6030,25
run_3,74.24,6362,22
run_4,74.24,6984,21
run_5,74.24,7153,19
run_6,74.24,6832,23
run_7,74.24,6929,21
run_8,74.24,6669,23
run_9,74.24,6372,23
run_10,74.24,6867,20
run_1,74.49,6625,22
run_2,74.49,6030,25
run_3,74.49,6362,22
run_4,74.49,6984,21
run_5,74.49,7153,19
run_6,74.49,6832,23
run_7,74.49,6929,21
run_8,74.49,6669,23
run_9,74.49,6372,23
run_10,74.49,6919,20
run_1,74.57,6625,22
run_2,74.57,6030,25
run_3,74.57,6362,22
run_4,74.57,7044,21
run_5,74.57,7153,19
run_6,74.57,6832,23
run_7,74.57,6929,21
run_8,74.57,6669,23
run_9,74.57,6372,23
run_10,74.57,6919,20
run_1,74.71,6625,22
run_2,74.71,6070,25
run_3,74.71,6362,22
run_4,74.71,7044,21
run_5,74.71,7153,19
run_6,74.71,6832,23
run_7,74.71,6929,21
run_8,74.71,6669,23
run_9,74.71,6372,23
run_10,74.71,6919,20
run_1,74.78,6625,22
run_2,74.78,6070,25
run_3,74.78,6362,22
run_4,74.78,7044,21
run_5,74.78,7153,19
run_6,74.78,6832,23
run_7,74.78,6929,21
run_8,74.78,6669,23
run_9,74.78,6420,23
run_10,74.78,6919,20
run_1,74.81,6625,22
run_2,74.81,6070,25
run_3,74.81,6362,22
run_4,74.81,7044,21
run_5,74.81,7153,19
run_6,74.81,6832,23
run_7,74.81,6929,21
run_8,74.81,6721,23
run_9,74.81,6420,23
run_10,74.81,6919,20
run_1,74.84,6625,22
run_2,74.84,6070,25
run_3,74.84,6362,22
run_4,74.84,7044,21
run_5,74.84,7213,19
run_6,74.84,6832,23
run_7,74.84,6929,21
run_8,74.84,6721,23
run_9,74.84,6420,23
run_10,74.84,6919,20
run_1,74.87,6673,22
run_2,74.87,6070,25
run_3,74.87,6362,22
run_4,74.87,7044,21
run_5,74.87,7213,19
run_6,74.87,6832,23
run_7,74.87,6929,21
run_8,74.87,6721,23
run_9,74.87,6420,23
run_10,74.87,6919,20
run_1,74.99,6673,22
run_2,74.99,6070,25
run_3,74.99,6362,22
run_4,74.99,7044,21
run_5,74.99,7213,19
run_6,74.99,6832,23
run_7,74.99,6977,21
run_8,74.99,6721,23
run_9,74.99,6420,23
run_10,74.99,6919,20
run_1,75.17,6673,22
run_2,75.17,6070,25
run_3,75.17,6362,22
run_4,75.17,7044,21
run_5,75.17,7213,19
run_6,75.17,6868,23
run_7,75.17,6977,21
run_8,75.17,6721,23
run_9,75.17,6420,23
run_10,75.17,6919,20
run_1,75.48,6673,22
run_2,75.48,6070,25
run_3,75.48,6390,22
run_4,75.48,7044,21
run_5,75.48,7213,19
run_6,75.48,6868,23
run_7,75.48,6977,21
run_8,75.48,6721,23
run_9,75.48,6420,23
run_10,75.48,6919,20
run_1,75.75,6673,22
run_2,75.75,6070,25
run_3,75.75,6390,22
run_4,75.75,7044,21
run_5,75.75,7213,19
run_6,75.75,6868,23
run_7,75.75,6977,21
run_8,75.75,6721,23
run_9,75.75,6420,23
run_10,75.75,6971,20
run_1,75.76,6673,22
run_2,75.76,6098,25
